id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RNGTTTHOC5	9	8.335e-09	1.147e-06	7.7e-05	33	8	-1.9022	0.25132	0.54198	0.999999	1651	1	-1.9022
CPSF6EXOSC9	9	9.3064e-09	1.147e-06	7.7e-05	34	9	-1.9837	0.99993	0.99992	0.999999	4096	0	-1.9837
FIP1L1THOC2	9	9.4771e-09	1.147e-06	7.7e-05	35	9	-2.2324	1.0	1.0	0.999999	4265	0	-2.2324
CPSF6C17orf85	9	9.9995e-09	1.147e-06	7.7e-05	36	9	-2.1459	1.0	1.0	0.999999	4293	0	-2.1459
FIP1L1EXOSC8	9	1.0097e-08	1.147e-06	7.7e-05	37	9	-1.8608	1.0	1.0	0.999999	4280	0	-1.8608
RNGTTC17orf85	9	1.0261e-08	1.147e-06	7.7e-05	38	6	-1.8526	0.51983	0.78572	0.999999	2007	3	-1.8526
CPSF6RBM27	9	1.5787e-08	1.147e-06	7.7e-05	39	9	-1.7534	1.0	1.0	0.999999	4287	0	-1.7534
controlEXOSC8	72	2.0786e-08	1.147e-06	7.7e-05	40	50	-0.97509	1.0	1.0	0.999999	4286	12	-0.97509
CPSF6SRRT	9	2.4375e-08	1.147e-06	7.7e-05	41	9	-1.9287	1.0	1.0	0.999999	4290	0	-1.9287
CPSF6THOC5	9	2.8925e-08	1.147e-06	7.7e-05	42	9	-2.2069	0.99995	0.99993	0.999999	4129	0	-2.2069
WDR33EXOSC8	9	2.9367e-08	1.147e-06	7.7e-05	43	9	-1.9253	0.99999	0.99999	0.999999	4222	0	-1.9253
CPSF6UPF3B	9	2.9659e-08	1.147e-06	7.7e-05	44	9	-1.8523	1.0	1.0	0.999999	4289	0	-1.8523
CPSF6ZC3H3	9	3.5038e-08	1.147e-06	7.7e-05	45	9	-1.7716	1.0	1.0	0.999999	4288	0	-1.7716
RNGTTEXOSC9	9	4.1751e-08	1.147e-06	7.7e-05	46	5	-0.32014	0.90012	0.96552	0.999999	2643	2	-0.32014
CPSF6SKIV2L2	9	5.4211e-08	1.147e-06	7.7e-05	47	9	-2.0257	1.0	1.0	0.999999	4284	0	-2.0257
CPSF6EXOSC3	9	5.4733e-08	1.147e-06	7.7e-05	48	9	-2.2659	1.0	1.0	0.999999	4285	0	-2.2659
FIP1L1EXOSC3	9	5.7087e-08	1.147e-06	7.7e-05	49	9	-1.8632	0.99998	0.99998	0.999999	4188	0	-1.8632
CNOT7THOC2	9	5.8146e-08	1.147e-06	7.7e-05	50	9	-2.3886	0.99999	0.99999	0.999999	4223	0	-2.3886
CPSF6ZC3H18	9	6.0043e-08	1.147e-06	7.7e-05	51	9	-1.8775	1.0	1.0	0.999999	4283	0	-1.8775
FIP1L1ALYREF	9	6.2979e-08	1.147e-06	7.7e-05	52	9	-2.1085	1.0	1.0	0.999999	4282	0	-2.1085
CPSF6ZCCHC8	9	6.3732e-08	1.147e-06	7.7e-05	53	9	-1.8957	1.0	1.0	0.999999	4281	0	-1.8957
FIP1L1BRCA2	9	9.0938e-08	1.147e-06	7.7e-05	54	9	-1.7255	1.0	1.0	0.999999	4274	0	-1.7255
FIP1L1EXOSC7	9	1.33e-07	1.147e-06	7.7e-05	55	9	-2.1961	1.0	1.0	0.999999	4279	0	-2.1961
CPSF6THOC2	9	1.3414e-07	1.147e-06	7.7e-05	56	9	-2.3515	0.99999	0.99998	0.999999	4205	0	-2.3515
FIP1L1ZC3H3	9	1.4093e-07	1.147e-06	7.7e-05	57	9	-1.7697	1.0	1.0	0.999999	4278	0	-1.7697
CPSF6PAF1	9	1.4991e-07	1.147e-06	7.7e-05	58	9	-1.8808	1.0	1.0	0.999999	4277	0	-1.8808
CPSF6EXOSC7	9	2.1941e-07	1.147e-06	7.7e-05	59	9	-2.0934	1.0	1.0	0.999999	4275	0	-2.0934
HNRNPH1C17orf85	9	2.3633e-07	1.147e-06	7.7e-05	60	9	-3.0594	1.0	1.0	0.999999	4273	0	-3.0594
CCNL2THOC2	9	2.373e-07	1.147e-06	7.7e-05	61	9	-1.8795	1.0	1.0	0.999999	4272	0	-1.8795
CPSF6HNRNPC	9	2.4297e-07	1.147e-06	7.7e-05	62	9	-1.9916	1.0	1.0	0.999999	4271	0	-1.9916
FIP1L1MDM2	9	2.4597e-07	1.147e-06	7.7e-05	63	9	-2.3267	1.0	1.0	0.999999	4270	0	-2.3267
CPSF6ALYREF	9	2.6255e-07	1.147e-06	7.7e-05	64	9	-1.914	1.0	1.0	0.999999	4269	0	-1.914
CPSF6NCBP2	9	2.7652e-07	3.441e-06	0.000177	65	9	-1.9411	1.0	1.0	0.999999	4242	0	-1.9411
HNRNPH1ZCCHC8	9	2.8459e-07	3.441e-06	0.000177	66	9	-2.6028	0.99999	0.99999	0.999999	4227	0	-2.6028
RNGTTZC3H18	9	2.944e-07	3.441e-06	0.000177	67	6	-1.8233	0.02234	0.09788	0.402717	1049	3	-1.8233
RNGTTUPF3B	9	3.0182e-07	3.441e-06	0.000177	68	6	-1.9296	0.4961	0.77055	0.999999	1972	3	-1.9296
FIP1L1EXOSC2	9	3.2159e-07	3.441e-06	0.000177	69	9	-1.8484	1.0	1.0	0.999999	4268	0	-1.8484
controlTHOC5	72	3.522e-07	1.7205e-05	0.000614	70	45	-0.96681	1.071e-09	1.147e-06	3.3e-05	95	24	-0.96681
CPSF6DCP1A	9	4.0411e-07	3.441e-06	0.000177	71	9	-2.0389	1.0	1.0	0.999999	4267	0	-2.0389
HNRNPH1DIS3L	9	4.3109e-07	3.441e-06	0.000177	72	9	-2.5038	1.0	1.0	0.999999	4266	0	-2.5038
CPSF6SRSF1	9	5.373e-07	3.441e-06	0.000177	73	9	-2.4059	1.0	1.0	0.999999	4264	0	-2.4059
WDR33EXOSC1	9	5.3987e-07	3.441e-06	0.000177	74	9	-1.8165	0.99958	0.9996	0.999999	3821	0	-1.8165
CPSF6RBM7	9	5.4644e-07	3.441e-06	0.000177	75	9	-2.0298	1.0	1.0	0.999999	4263	0	-2.0298
HNRNPH1RBM27	9	5.6461e-07	3.441e-06	0.000177	76	9	-2.5478	1.0	1.0	0.999999	4262	0	-2.5478
CPSF6EXOSC5	9	5.699e-07	3.441e-06	0.000177	77	9	-2.1001	1.0	1.0	0.999999	4261	0	-2.1001
SMN1EXOSC8	9	6.2352e-07	3.441e-06	0.000177	78	9	-1.4878	1.0	1.0	0.999999	4260	0	-1.4878
HNRNPH1SRRT	9	6.6692e-07	3.441e-06	0.000177	79	9	-2.516	0.99999	0.99999	0.999999	4220	0	-2.516
HNRNPH1EXOSC8	9	6.7881e-07	3.441e-06	0.000177	80	9	-2.7448	1.0	1.0	0.999999	4248	0	-2.7448
FIP1L1ZC3H18	9	7.5618e-07	3.441e-06	0.000177	81	9	-1.6866	0.99999	0.99999	0.999999	4225	0	-1.6866
WDR33EXOSC2	9	7.7597e-07	3.441e-06	0.000177	82	9	-1.9915	0.99996	0.99995	0.999999	4139	0	-1.9915
FIP1L1RBM26	9	8.2891e-07	3.441e-06	0.000177	83	9	-1.7709	0.99949	0.9995	0.999999	3791	0	-1.7709
CNOT7HNRNPC	9	9.4494e-07	3.441e-06	0.000177	84	8	-2.1899	0.99847	0.9984	0.999999	3528	0	-2.1899
FIP1L1EXOSC5	9	9.6235e-07	3.441e-06	0.000177	85	9	-1.8216	1.0	1.0	0.999999	4258	0	-1.8216
NUDT21EXOSC8	9	1.0002e-06	5.735e-06	0.000255	86	9	-1.4402	1.0	1.0	0.999999	4257	0	-1.4402
NCBP1THOC2	9	1.0166e-06	5.735e-06	0.000255	87	7	-2.3483	0.99078	0.99268	0.999999	3072	1	-2.3483
FIP1L1DIS3L	9	1.0779e-06	5.735e-06	0.000255	88	9	-1.5385	0.99999	0.99999	0.999999	4211	0	-1.5385
FIP1L1NCBP1	9	1.0844e-06	5.735e-06	0.000255	89	9	-1.9521	1.0	0.99999	0.999999	4233	0	-1.9521
FIP1L1PTBP1	9	1.1326e-06	5.735e-06	0.000255	90	9	-1.8973	1.0	1.0	0.999999	4256	0	-1.8973
CPSF6EXOSC2	9	1.262e-06	5.735e-06	0.000255	91	9	-2.4748	0.99999	0.99999	0.999999	4210	0	-2.4748
HNRNPH1ZC3H3	9	1.2836e-06	5.735e-06	0.000255	92	9	-2.3463	1.0	1.0	0.999999	4255	0	-2.3463
CPSF6PARP1	9	1.3257e-06	5.735e-06	0.000255	93	9	-2.3359	0.99995	0.99993	0.999999	4122	0	-2.3359
FIP1L1PAF1	9	1.3518e-06	5.735e-06	0.000255	94	9	-1.4088	1.0	1.0	0.999999	4254	0	-1.4088
CPSF6SMG7	9	1.3575e-06	5.735e-06	0.000255	95	9	-2.0157	1.0	0.99999	0.999999	4234	0	-2.0157
NCBP1C17orf85	9	1.4173e-06	5.735e-06	0.000255	96	6	-1.9429	0.62836	0.85404	0.999999	2170	3	-1.9429
CNOT7EXOSC8	9	1.4425e-06	5.735e-06	0.000255	97	9	-2.2068	1.0	1.0	0.999999	4253	0	-2.2068
HNRNPH1NCBP2	9	1.4676e-06	5.735e-06	0.000255	98	9	-2.728	1.0	1.0	0.999999	4249	0	-2.728
CPSF6UPF2	9	1.5789e-06	8.0291e-06	0.000347	99	9	-1.9345	1.0	1.0	0.999999	4252	0	-1.9345
RNGTTZCCHC8	9	1.6768e-06	8.0291e-06	0.000347	100	6	-1.3431	0.20569	0.48742	0.999999	1596	3	-1.3431
CPSF6EXOSC4	9	1.6829e-06	8.0291e-06	0.000347	101	9	-2.078	1.0	1.0	0.999999	4250	0	-2.078
CPSF6SMG5	9	1.7873e-06	1.0323e-05	0.000428	102	9	-2.3104	0.99993	0.99992	0.999999	4105	0	-2.3104
FIP1L1SMG5	9	1.8771e-06	1.0323e-05	0.000428	103	9	-1.4747	1.0	1.0	0.999999	4247	0	-1.4747
HNRNPH1EXOSC3	9	1.8879e-06	1.0323e-05	0.000428	104	9	-2.8713	1.0	1.0	0.999999	4246	0	-2.8713
CPSF6EXOSC8	9	2.1439e-06	1.0323e-05	0.000428	105	9	-2.1625	1.0	1.0	0.999999	4245	0	-2.1625
FIP1L1DCP1A	9	2.306e-06	1.2617e-05	0.000474	106	9	-1.7789	1.0	1.0	0.999999	4244	0	-1.7789
RNGTTSMG1	9	2.3411e-06	1.2617e-05	0.000474	107	8	-2.318	0.99721	0.99711	0.999999	3363	0	-2.318
HNRNPH1SMG7	9	2.5564e-06	1.2617e-05	0.000474	108	9	-2.7799	1.0	1.0	0.999999	4243	0	-2.7799
CPSF6RBM26	9	2.6442e-06	1.2617e-05	0.000474	109	9	-1.9885	0.99994	0.99992	0.999999	4114	0	-1.9885
AQRSKIV2L2	9	2.7353e-06	1.2617e-05	0.000474	110	7	-2.3251	0.91343	0.96883	0.999999	2665	2	-2.3251
PAPOLAMDM2	9	2.7523e-06	1.2617e-05	0.000474	111	9	-1.8617	1.0	1.0	0.999999	4241	0	-1.8617
CPSF6MDM2	9	2.8088e-06	1.2617e-05	0.000474	112	9	-2.1839	1.0	1.0	0.999999	4240	0	-2.1839
CPSF6DIS3L	9	2.8364e-06	1.2617e-05	0.000474	113	9	-2.0022	1.0	0.99999	0.999999	4230	0	-2.0022
FIP1L1HNRNPC	9	2.8512e-06	1.2617e-05	0.000474	114	9	-1.9711	0.99994	0.99992	0.999999	4110	0	-1.9711
DXOPABPN1	9	2.8551e-06	1.2617e-05	0.000474	115	9	-2.874	1.0	1.0	0.999999	4239	0	-2.874
NCBP1EXOSC9	9	2.8664e-06	1.2617e-05	0.000474	116	7	-1.4148	0.4585	0.7457	0.999999	1935	1	-1.4148
ELAC2EXOSC2	9	3.1717e-06	1.4911e-05	0.000541	117	8	-2.0138	0.99428	0.99455	0.999999	3172	1	-2.0138
RNGTTEXOSC7	9	3.2046e-06	1.4911e-05	0.000541	118	7	-1.9526	0.80051	0.92912	0.999999	2424	2	-1.9526
CCNL2EXOSC8	9	3.214e-06	1.4911e-05	0.000541	119	9	-1.3368	1.0	0.99999	0.999999	4238	0	-1.3368
NCBP1ZCCHC8	9	3.2177e-06	1.4911e-05	0.000541	120	7	-2.1325	0.56646	0.81517	0.999999	2064	2	-2.1325
HNRNPH1EXOSC1	9	3.2561e-06	1.7205e-05	0.000614	121	9	-2.785	0.99999	0.99999	0.999999	4216	0	-2.785
WDR33SF3B1	9	3.3938e-06	1.9499e-05	0.000679	122	9	-1.9397	1.0	0.99999	0.999999	4237	0	-1.9397
HNRNPH1THOC2	9	3.4232e-06	1.9499e-05	0.000679	123	9	-3.5415	0.99981	0.9998	0.999999	3971	0	-3.5415
FIP1L1SMG7	9	3.4513e-06	1.9499e-05	0.000679	124	9	-1.6273	1.0	0.99999	0.999999	4236	0	-1.6273
HNRNPH1ZC3H18	9	3.5499e-06	2.1793e-05	0.000747	125	9	-2.5665	1.0	0.99999	0.999999	4235	0	-2.5665
RNGTTNCBP1	9	3.7465e-06	2.1793e-05	0.000747	126	8	-2.0177	0.487	0.76469	0.999999	1964	1	-2.0177
CDK9control	72	3.9305e-06	0.00010667	0.002572	127	48	-0.85974	0.99693	0.99999	0.999999	3319	21	-0.85974
HNRNPH1PAF1	9	4.0451e-06	2.4087e-05	0.000819	128	9	-2.8711	1.0	0.99999	0.999999	4232	0	-2.8711
NCBP1RBM27	9	4.2566e-06	2.6381e-05	0.000876	129	6	-1.9152	0.88986	0.96317	0.999999	2634	2	-1.9152
CPSF6SMG1	9	4.2623e-06	2.6381e-05	0.000876	130	9	-2.2467	1.0	0.99999	0.999999	4231	0	-2.2467
RNGTTSKIV2L2	9	4.5848e-06	2.6381e-05	0.000876	131	7	-1.9836	0.3549	0.65676	0.999999	1795	2	-1.9836
HNRNPH1HNRNPC	9	4.8265e-06	2.8675e-05	0.000924	132	9	-3.0612	1.0	0.99999	0.999999	4229	0	-3.0612
HNRNPH1EXOSC9	9	5.0104e-06	2.8675e-05	0.000924	133	9	-2.2053	0.99999	0.99999	0.999999	4228	0	-2.2053
RNGTTSRRT	9	5.3592e-06	2.8675e-05	0.000924	134	7	-1.9829	0.73535	0.90388	0.999999	2319	2	-1.9829
NUDT21EXOSC2	9	5.3971e-06	2.8675e-05	0.000924	135	9	-1.4278	0.99999	0.99999	0.999999	4226	0	-1.4278
WDR33SRRT	9	5.6254e-06	3.0969e-05	0.000983	136	9	-1.8439	0.99979	0.99979	0.999999	3956	0	-1.8439
CCNL2MDM2	9	5.6367e-06	3.0969e-05	0.000983	137	9	-1.7427	0.99999	0.99999	0.999999	4224	0	-1.7427
WDR33ALYREF	9	5.9452e-06	3.5557e-05	0.001112	138	9	-1.3854	0.99999	0.99999	0.999999	4221	0	-1.3854
RNGTTEXOSC2	9	6.1334e-06	3.5557e-05	0.001112	139	8	-1.4796	0.73564	0.90396	0.999999	2320	1	-1.4796
NCBP1EXOSC1	9	6.2149e-06	3.7851e-05	0.00115	140	7	-2.3391	0.79307	0.92615	0.999999	2411	2	-2.3391
NUDT21THOC5	9	6.3234e-06	3.7851e-05	0.00115	141	9	-1.5339	0.99946	0.99948	0.999999	3775	0	-1.5339
CPSF6EXOSC6	9	6.3361e-06	3.7851e-05	0.00115	142	9	-2.2388	0.99999	0.99999	0.999999	4219	0	-2.2388
NCBP1ZC3H18	9	6.3398e-06	3.7851e-05	0.00115	143	6	-2.0999	0.93076	0.97384	0.999999	2699	2	-2.0999
FIP1L1NCBP2	9	6.4236e-06	4.0145e-05	0.001212	144	9	-1.5465	0.99969	0.99969	0.999999	3893	0	-1.5465
SRSF11control	72	6.7458e-06	0.00019843	0.004021	145	51	-0.61596	0.99997	1.0	0.999999	4164	17	-0.61596
HNRNPH1SMG5	9	6.8895e-06	4.2439e-05	0.001272	146	9	-2.4692	0.99999	0.99999	0.999999	4218	0	-2.4692
NUDT21THOC2	9	7.3544e-06	4.7027e-05	0.0014	147	9	-2.0688	0.99976	0.99977	0.999999	3936	0	-2.0688
RNASEH2CPABPN1	9	7.5592e-06	4.9321e-05	0.001419	148	9	-2.5333	0.99999	0.99999	0.999999	4217	0	-2.5333
WDR33PTBP1	9	7.679e-06	4.9321e-05	0.001419	149	9	-2.2465	0.99987	0.99986	0.999999	4020	0	-2.2465
AQREXOSC1	9	7.681e-06	4.9321e-05	0.001419	150	7	-1.8309	0.99325	0.99399	0.999999	3142	1	-1.8309
TP53PABPN1	9	7.8279e-06	4.9321e-05	0.001419	151	9	-2.5349	0.99985	0.99984	0.999999	3995	0	-2.5349
FIP1L1UPF3B	9	7.8494e-06	4.9321e-05	0.001419	152	9	-1.7569	0.99999	0.99999	0.999999	4215	0	-1.7569
NCBP1DIS3L	9	8.0044e-06	5.1615e-05	0.001456	153	6	-2.1478	0.66542	0.87641	0.999999	2238	3	-2.1478
CNOT7EXOSC2	9	8.0371e-06	5.1615e-05	0.001456	154	9	-2.6912	0.99999	0.99999	0.999999	4214	0	-2.6912
WDR33NCBP1	9	8.0978e-06	5.1615e-05	0.001456	155	8	-2.2974	0.99872	0.9987	0.999999	3578	0	-2.2974
SYMPKC17orf85	9	8.6484e-06	5.3909e-05	0.001511	156	9	-1.6109	0.99999	0.99999	0.999999	4213	0	-1.6109
HNRNPH1U2AF2	9	9.8683e-06	5.8498e-05	0.001629	157	9	-4.2915	0.99999	0.99999	0.999999	4212	0	-4.2915
CPSF6UPF1	9	1.0134e-05	6.0792e-05	0.001671	158	9	-1.7367	0.99989	0.99987	0.999999	4040	0	-1.7367
CPSF2C17orf85	9	1.0225e-05	6.0792e-05	0.001671	159	9	-1.2334	0.99934	0.99934	0.999999	3728	0	-1.2334
SYMPKEXOSC1	9	1.1164e-05	6.9968e-05	0.001899	160	9	-1.3665	0.99999	0.99999	0.999999	4209	0	-1.3665
AQREXOSC2	9	1.1201e-05	6.9968e-05	0.001899	161	9	-2.4677	0.99999	0.99999	0.999999	4208	0	-2.4677
CPSF6SF3B1	9	1.1366e-05	7.2262e-05	0.001925	162	9	-2.2619	0.99986	0.99985	0.999999	4004	0	-2.2619
ERI1PABPN1	9	1.169e-05	7.2262e-05	0.001925	163	9	-1.9027	0.99999	0.99999	0.999999	4207	0	-1.9027
WDR33THOC2	9	1.1708e-05	7.2262e-05	0.001925	164	9	-1.9381	0.99998	0.99998	0.999999	4196	0	-1.9381
controlSRSF1	72	1.2034e-05	0.00030855	0.00514	165	49	-1.101	0.99891	1.0	0.999999	3621	20	-1.101
HNRNPH1THOC5	9	1.2075e-05	7.4556e-05	0.001962	166	9	-2.6538	0.99981	0.9998	0.999999	3974	0	-2.6538
FIP1L1EXOSC9	9	1.2215e-05	7.4556e-05	0.001962	167	7	-1.6408	0.99635	0.9962	0.999999	3273	1	-1.6408
HNRNPH1NCBP1	9	1.3108e-05	8.3732e-05	0.00219	168	9	-3.0932	0.99999	0.99998	0.999999	4206	0	-3.0932
TP53NCBP1	9	1.321e-05	8.6026e-05	0.002237	169	6	-2.0658	2.6555e-05	0.0002099	0.00268	337	3	-2.0658
RNGTTEXOSC1	9	1.3312e-05	8.832e-05	0.002283	170	7	-1.6736	0.21651	0.50065	0.999999	1609	2	-1.6736
CNOT7PABPN1	9	1.3501e-05	9.0614e-05	0.002314	171	9	-4.7086	0.99999	0.99998	0.999999	4204	0	-4.7086
CPSF3EXOSC2	9	1.3587e-05	9.0614e-05	0.002314	172	9	-1.6772	0.99966	0.99966	0.999999	3868	0	-1.6772
WDR33HNRNPC	9	1.3868e-05	9.2908e-05	0.002345	173	9	-1.369	0.99986	0.99985	0.999999	4017	0	-1.369
HNRNPH1ALYREF	9	1.3905e-05	9.2908e-05	0.002345	174	9	-2.8148	0.99999	0.99998	0.999999	4203	0	-2.8148
CPSF2EXOSC8	9	1.4245e-05	9.5202e-05	0.002389	175	9	-1.221	0.99999	0.99998	0.999999	4202	0	-1.221
CCNL1PABPN1	9	1.4582e-05	9.6349e-05	0.002404	176	9	-1.8441	0.99999	0.99998	0.999999	4201	0	-1.8441
NUDT21SMG1	9	1.4763e-05	9.7496e-05	0.002405	177	9	-2.3708	0.99999	0.99998	0.999999	4200	0	-2.3708
CPSF1SKIV2L2	9	1.4764e-05	9.7496e-05	0.002405	178	9	-1.0079	0.99968	0.99967	0.999999	3884	0	-1.0079
FAM208AEXOSC9	9	1.5661e-05	0.00010667	0.002572	179	6	-1.3295	0.32466	0.62475	0.999999	1752	3	-1.3295
FIP1L1SF3B1	9	1.5669e-05	0.00010667	0.002572	180	9	-2.1589	0.99998	0.99998	0.999999	4199	0	-2.1589
CNOT7MDM2	9	1.5729e-05	0.00010667	0.002572	181	9	-1.8442	0.99998	0.99998	0.999999	4198	0	-1.8442
WDR33PABPN1	9	1.6031e-05	0.00011585	0.002762	182	9	-2.778	0.99998	0.99998	0.999999	4197	0	-2.778
FIP1L1SRSF1	9	1.6254e-05	0.00011585	0.002762	183	9	-1.9092	0.99998	0.99998	0.999999	4195	0	-1.9092
SRSF11EXOSC9	9	1.6555e-05	0.00011814	0.002802	184	7	-1.276	0.68028	0.88339	0.999999	2266	2	-1.276
RNGTTTHOC2	9	1.6785e-05	0.00012273	0.002895	185	7	-2.5432	0.93335	0.97461	0.999999	2707	2	-2.5432
AQRTHOC2	9	1.6816e-05	0.00012502	0.002917	186	9	-2.1866	0.99998	0.99998	0.999999	4194	0	-2.1866
CPSF3EXOSC8	9	1.6859e-05	0.00012502	0.002917	187	9	-1.2819	0.99998	0.99998	0.999999	4193	0	-1.2819
NCBP1PABPN1	9	1.7043e-05	0.00012732	0.002954	188	9	-2.2462	0.99998	0.99998	0.999999	4192	0	-2.2462
CPSF1EXOSC2	9	1.7629e-05	0.0001342	0.003052	189	9	-1.6051	0.99998	0.99998	0.999999	4191	0	-1.6051
CCNT1PABPN1	9	1.7877e-05	0.00013649	0.003052	190	9	-2.7015	0.99998	0.99998	0.999999	4190	0	-2.7015
ZRSR2EXOSC9	9	1.8055e-05	0.00013649	0.003052	191	6	-1.0741	0.087092	0.27505	0.920965	1291	3	-1.0741
CCNL2ALYREF	9	1.8278e-05	0.00013649	0.003052	192	9	-1.254	0.99998	0.99998	0.999999	4189	0	-1.254
CDK20PABPN1	9	1.8406e-05	0.00013649	0.003052	193	9	-2.2475	0.99998	0.99998	0.999999	4187	0	-2.2475
CDK9PABPN1	9	1.8418e-05	0.00013649	0.003052	194	9	-2.3858	0.99998	0.99998	0.999999	4186	0	-2.3858
CSTF2TPABPN1	9	1.8441e-05	0.00013649	0.003052	195	9	-2.9197	0.99998	0.99998	0.999999	4185	0	-2.9197
AQRPABPN1	9	1.857e-05	0.00013879	0.003088	196	9	-2.8846	0.99998	0.99998	0.999999	4184	0	-2.8846
ELAC2EXOSC9	9	1.9607e-05	0.00014567	0.003224	197	6	-0.96949	0.26386	0.55637	0.999999	1667	3	-0.96949
FIP1L1SMG1	9	1.9706e-05	0.00014796	0.003258	198	9	-2.7046	0.99977	0.99977	0.999999	3938	0	-2.7046
WDR33PRMT5	9	1.9941e-05	0.00015026	0.003292	199	9	-1.677	0.99998	0.99997	0.999999	4182	0	-1.677
FIP1L1IWS1	9	2.0912e-05	0.00015485	0.003342	200	9	-1.8763	0.99994	0.99992	0.999999	4106	0	-1.8763
PAPOLATHOC2	9	2.0938e-05	0.00015485	0.003342	201	9	-1.4356	0.99998	0.99997	0.999999	4181	0	-1.4356
